# x0 y0 zi zf ux uy uz E deltaE deltaX
-2.07960790304 -10.0306080353 -9.37832247798 -9.51993422932 -0.296985270204 -0.0853502655537 -0.951059977842 1.307 0.01 0.148898865098
-2.1207543049 -10.027882594 -9.51993422932 -9.66286855211 -0.255468303924 0.121852208539 -0.959107911011 1.297 0.01 0.149028405616
-2.15351132076 -10.0065892065 -9.66286855211 -9.80743043701 -0.183980267656 0.163768965019 -0.96919089307 1.287 0.01 0.14915728773
-2.18960398789 -9.99200968602 -9.80743043701 -9.94977439962 -0.299716570932 0.0316956871372 -0.953501631108 1.277 0.01 0.149285494601
-2.2365854402 -9.98494408278 -9.94977439962 -10.0905342336 -0.329419561954 0.0629095162882 -0.942085529537 1.267 0.01 0.149413009316
-2.28587666406 -9.97575958379 -10.0905342336 -10.2314065533 -0.330098574019 0.0599806669699 -0.942038879782 1.257 0.01 0.149539814847
-2.32359392483 -9.97933545991 -10.2314065533 -10.3778997308 -0.174198965994 -0.107714930423 -0.978801417046 1.247 0.01 0.149665882118
-2.34239001489 -10.004044399 -10.3778997308 -10.5234881656 -0.0769106871112 -0.222287058014 -0.971943007613 1.237 0.01 0.149791123202
-2.35798893253 -10.0106501468 -10.5234881656 -10.6707431293 -0.131255992169 0.133976428535 -0.982253623621 1.227 0.01 0.149915419133
-2.34970919442 -9.98799380371 -10.6707431293 -10.8141379096 0.241516259359 0.168140368778 -0.955718950765 1.217 0.01 0.15003864919
-2.29768901183 -9.94074746594 -10.8141379096 -10.9288255255 0.451540219967 0.461273325498 -0.763765899302 1.207 0.01 0.150160691923
-2.23879168898 -9.868911005 -10.9288255255 -11.0494442661 0.332649585826 0.495123067171 -0.802619088612 1.197 0.01 0.150281425172
-2.21349795006 -9.79900812741 -11.0494442661 -11.1848810785 0.00396556593199 0.434824729311 -0.900506373696 1.187 0.01 0.150400726089
-2.21851713301 -9.73814017943 -11.1848810785 -11.3240527272 -0.0706543841757 0.374292540354 -0.924615083282 1.177 0.01 0.150518471152
-2.25108777903 -9.68514109508 -11.3240527272 -11.45540594 -0.361845985273 0.329673586361 -0.871999317315 1.167 0.01 0.150634536194
-2.29446889275 -9.6148890126 -11.45540594 -11.5713030792 -0.213970035083 0.602617993118 -0.768809715376 1.157 0.01 0.150748796422
-2.33769865929 -9.51415121537 -11.5713030792 -11.6583758252 -0.35929605658 0.733334424252 -0.577171522108 1.147 0.01 0.15086112645
-2.38617010142 -9.39195056449 -11.6583758252 -11.7137961941 -0.283093859792 0.886059506446 -0.367091838079 1.137 0.01 0.150971400324
-2.45212368787 -9.27879739214 -11.7137961941 -11.793238138 -0.590206490265 0.612503386661 -0.525828774581 1.127 0.01 0.151079491555
-2.53975645911 -9.19889574381 -11.793238138 -11.8977341743 -0.569483020618 0.444928232964 -0.691178672081 1.117 0.01 0.151185273153
-2.6161752434 -9.12533601575 -11.8977341743 -12.0075409258 -0.441144374116 0.527818026971 -0.725809735117 1.107 0.01 0.15128861766
-2.69251093638 -9.03723171754 -12.0075409258 -12.0865987499 -0.567617448858 0.636476124083 -0.522215066063 1.097 0.01 0.151389397194
-2.77001069724 -8.92555233761 -12.0865987499 -12.1318565168 -0.455933762295 0.838373046964 -0.298755817557 1.087 0.01 0.151487483482
-2.84467962838 -8.80149772488 -12.1318565168 -12.175070032 -0.529543138028 0.798944497394 -0.285082014605 1.077 0.01 0.15158274791
-2.94757110803 -8.70303557275 -12.175070032 -12.2138429267 -0.827514780699 0.499871904715 -0.255631309899 1.067 0.01 0.15167506156
-3.06005027765 -8.6241230513 -12.2138429267 -12.2939550863 -0.655259419046 0.540357274638 -0.527872247326 1.057 0.01 0.151764295265
-3.15695097795 -8.52540030919 -12.2939550863 -12.3227531582 -0.621377794043 0.760212711591 -0.189647752967 1.047 0.01 0.151850319653
-3.24615558832 -8.40785560716 -12.3227531582 -12.3640137411 -0.553222810094 0.787523821033 -0.271570899946 1.037 0.01 0.151933005201
-3.32275580753 -8.29324732822 -12.3640137411 -12.4435227243 -0.454882070032 0.720768997627 -0.523043358072 1.027 0.01 0.152012222287
-3.37735747884 -8.18674302472 -12.4435227243 -12.5475699063 -0.263372192878 0.680152397893 -0.684125575943 1.017 0.01 0.152087841249
-3.42447935178 -8.06957370301 -12.5475699063 -12.6030906027 -0.356126004843 0.860252126805 -0.364884292622 1.007 0.01 0.152159732504
-3.47253487294 -7.94390051887 -12.6030906027 -12.6862014065 -0.275396530576 0.791252611093 -0.545963420373 0.997 0.01 0.152227788047
-3.5094673162 -7.83312784171 -12.6862014065 -12.7955285705 -0.209741028314 0.663821579318 -0.717878549529 0.987 0.01 0.15229200542
-3.55911034042 -7.74534135668 -12.7955285705 -12.9101105002 -0.442028809965 0.488854997936 -0.752084650923 0.977 0.01 0.15235243745
-3.63868594361 -7.70559336836 -12.9101105002 -13.0316622822 -0.602372272561 0.0329227379014 -0.797536042182 0.967 0.01 0.152409139561
-3.72072442732 -7.68763810873 -13.0316622822 -13.162304563 -0.474018759203 0.202625959791 -0.856883268796 0.957 0.01 0.152462167916
-3.7848378556 -7.63323301515 -13.162304563 -13.2808688226 -0.366902822298 0.510894938964 -0.777411525726 0.947 0.01 0.15251157939
-3.83970272567 -7.55080788138 -13.2808688226 -13.394116031 -0.3524758557 0.569837028704 -0.742325085031 0.937 0.01 0.152557431543
-3.8944047279 -7.47193415613 -13.394116031 -13.5173116464 -0.364556176202 0.464054245748 -0.807311867494 0.927 0.01 0.152599782587
-3.94234747604 -7.38877500062 -13.5173116464 -13.6293705505 -0.263722799863 0.625684963317 -0.734144816444 0.917 0.01 0.152638691365
-3.97948403892 -7.2884962886 -13.6293705505 -13.7348023223 -0.222819696242 0.688090575779 -0.690566971763 0.907 0.01 0.15267421722
-4.0169348645 -7.17045163798 -13.7348023223 -13.8017164695 -0.26772180052 0.858088617775 -0.438188271832 0.897 0.01 0.152706385436
-4.06481734643 -7.05169445685 -13.8017164695 -13.8964699547 -0.359329011996 0.69714678802 -0.620378124285 0.887 0.01 0.152735052192
-4.11337718661 -6.97063505368 -13.8964699547 -14.0323220335 -0.276496130196 0.364231869754 -0.889317173478 0.877 0.01 0.152759985914
-4.15579143552 -6.9221975584 -14.0323220335 -14.1731329359 -0.278771353554 0.269895786388 -0.921652210396 0.867 0.01 0.152780952298
-4.21645238308 -6.88408269308 -14.1731329359 -14.2993230523 -0.515262554896 0.229026951323 -0.825863884118 0.857 0.01 0.152797717383
-4.29947040627 -6.83485428569 -14.2993230523 -14.4074956068 -0.571330913587 0.415300043101 -0.7078890177 0.847 0.01 0.152810047672
-4.37083852711 -6.76088582482 -14.4074956068 -14.5221456502 -0.362727182938 0.552782149437 -0.750240552104 0.837 0.01 0.152817710266
-4.43492817662 -6.68255979645 -14.5221456502 -14.6355134602 -0.476036751146 0.472300294488 -0.74183653414 0.827 0.01 0.152820473001
-4.46642956187 -6.59526405655 -14.6355134602 -14.7485165858 0.0637711807901 0.670171414944 -0.739461635985 0.817 0.01 0.152818104592
-4.46435478894 -6.48083935985 -14.7485165858 -14.8341546071 -0.036619536606 0.827398455852 -0.56042020377 0.807 0.01 0.152810374641
-4.48627237725 -6.35314294151 -14.8341546071 -14.9066430291 -0.250262314948 0.843981012428 -0.474409974998 0.797 0.01 0.152797002261
-4.48823627614 -6.21488606804 -14.9066430291 -14.9264142885 0.224585058678 0.965822988983 -0.129412153105 0.787 0.01 0.152777455039
-4.47933120447 -6.0662501114 -14.9264142885 -14.9010030171 -0.108027984395 0.980130179772 0.166357402264 0.777 0.01 0.152751071338
-4.51055306484 -5.93500820532 -14.9010030171 -14.8088333497 -0.300832742257 0.738409859392 0.603531723059 0.767 0.01 0.152717187762
-4.57255777556 -5.84933800389 -14.8088333497 -14.6914259897 -0.511328097839 0.383641528847 0.769001140249 0.757 0.01 0.152675144187
-4.64324660846 -5.81929103068 -14.6914259897 -14.5525604842 -0.414813245221 0.00996840497595 0.90985196735 0.747 0.01 0.152624284438
-4.6902634711 -5.75894229709 -14.5525604842 -14.4623999666 -0.201378826005 0.781154663505 0.590968662554 0.737 0.01 0.152563957023
-4.72298558294 -5.65074494309 -14.4623999666 -14.3501624892 -0.227688849126 0.637526526292 0.736014752745 0.727 0.01 0.152493515914
-4.77009940221 -5.56755718912 -14.3501624892 -14.2280731163 -0.390431461542 0.453748396593 0.801046606901 0.717 0.01 0.152412321388
-4.81277060306 -5.47820331884 -14.2280731163 -14.1254455631 -0.169615810262 0.719216651408 0.673763968498 0.707 0.01 0.152319741078
-4.79935721362 -5.38139884558 -14.1254455631 -14.0099883692 0.345974718343 0.552231614512 0.758512846431 0.697 0.01 0.152215212224
-4.70947462375 -5.31505847998 -14.0099883692 -13.9420566295 0.835659655084 0.319678923287 0.446629966382 0.687 0.01 0.152098481466
-4.57436016086 -5.26997259066 -13.9420566295 -13.9123373862 0.941810034669 0.273404276062 0.19556063108 0.677 0.01 0.151969458775
-4.42729240763 -5.25238053115 -13.9123373862 -13.8979329858 0.99460626118 -0.041922294112 0.0948731072411 0.667 0.01 0.151828066156
-4.27840367841 -5.23825415223 -13.8979329858 -13.8816312306 0.967654892636 0.228237440902 0.107478738959 0.657 0.01 0.151674232542
-4.1434532574 -5.17695116671 -13.8816312306 -13.8744832774 0.812713619289 0.58075015153 0.0471787507251 0.647 0.01 0.151507893929
-4.03535107603 -5.07457381334 -13.8744832774 -13.8499132047 0.615029755603 0.771606760046 0.162361964679 0.637 0.01 0.151328993519
-3.95015380585 -4.95228847818 -13.8499132047 -13.8729311322 0.511605099699 0.845615491067 -0.152297942301 0.627 0.01 0.151137481837
-3.87292112307 -4.8269632619 -13.8729311322 -13.8312336691 0.511104245977 0.813910667297 0.276264140641 0.617 0.01 0.150933316849
-3.78426929993 -4.72111176738 -13.8312336691 -13.7620404149 0.664565669619 0.589562351883 0.459095528191 0.607 0.01 0.150716463036
-3.67003464454 -4.63752187249 -13.7620404149 -13.7550638259 0.852623289879 0.520465421904 0.0463602217197 0.597 0.01 0.150486533887
-3.55226880858 -4.54908467131 -13.7550638259 -13.7181414542 0.713673763682 0.655953434584 0.245753638203 0.587 0.01 0.150241404084
-3.4485815479 -4.45871359151 -13.7181414542 -13.7936917038 0.667772071976 0.5480187153 -0.503741945415 0.577 0.01 0.149978079705
-3.34189352498 -4.37858277051 -13.7936917038 -13.8527953621 0.756377553266 0.521537671921 -0.39483091784 0.567 0.01 0.149693591943
-3.2133648376 -4.3196396272 -13.8527953621 -13.8462507775 0.962830712122 0.266528963492 0.0438101747786 0.557 0.01 0.149385037402
-3.0680393328 -4.29770810561 -13.8462507775 -13.8208753569 0.985027085229 0.0271559739683 0.170247450621 0.547 0.01 0.149050223967
-2.92504938409 -4.3047262856 -13.8208753569 -13.7717241914 0.935915354335 -0.12162180612 0.330561016753 0.537 0.01 0.148690144996
-2.80495471773 -4.31254867678 -13.7717241914 -13.6631769911 0.681206279997 0.0164467947376 0.731906761162 0.527 0.01 0.148307415748
-2.69357579798 -4.33679979553 -13.6631769911 -13.5963743095 0.823029380105 -0.344420604945 0.451660366175 0.517 0.01 0.147904679304
-2.59790611382 -4.3794085503 -13.5963743095 -13.4709495864 0.471978086144 -0.232404630322 0.850426230784 0.507 0.01 0.147484541848
-2.56731766572 -4.45127856227 -13.4709495864 -13.37312407 -0.0573454979932 -0.744406464973 0.665259730306 0.497 0.01 0.147048606724
-2.56490946274 -4.57199427562 -13.37312407 -13.3106838793 0.090378887893 -0.900225820827 0.425940287058 0.487 0.01 0.146593765842
-2.53739628729 -4.70786864955 -13.3106838793 -13.3026015114 0.285921962577 -0.956655033008 0.0553152703727 0.477 0.01 0.14611458662
